taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score,family,class
"Elanoides forficatus,Buteo brachyurus",Elanoides forficatus,Elanoides forficatus,Elanoides forficatus,NCBI,0.988,Accipitridae,Aves
"Elanoides forficatus,Buteo brachyurus",Buteo brachyurus,Buteo brachyurus,Buteo brachyurus,NCBI,0.988,Accipitridae,Aves
"Pernis apivorus,Pandion haliaetus,Falco subbuteo,Circus aeruginosus",Pernis apivorus,Pernis apivorus,Pernis apivorus,NCBI,0.988,Accipitridae,Aves
"Pernis apivorus,Pandion haliaetus,Falco subbuteo,Circus aeruginosus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988,Pandionidae,Aves
"Pernis apivorus,Pandion haliaetus,Falco subbuteo,Circus aeruginosus",Falco subbuteo,Falco subbuteo,Falco subbuteo,NCBI,0.988,Falconidae,Aves
"Pernis apivorus,Pandion haliaetus,Falco subbuteo,Circus aeruginosus",Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988,Accipitridae,Aves
"Accipiter cooperii,Buteo jamaicensis,Circus cyaneus,Falco peregrinus,Bubo virginianus",Accipiter cooperii,Accipiter cooperii,Accipiter cooperii,NCBI,0.988,Accipitridae,Aves
"Accipiter cooperii,Buteo jamaicensis,Circus cyaneus,Falco peregrinus,Bubo virginianus",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988,Accipitridae,Aves
"Accipiter cooperii,Buteo jamaicensis,Circus cyaneus,Falco peregrinus,Bubo virginianus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988,Accipitridae,Aves
"Accipiter cooperii,Buteo jamaicensis,Circus cyaneus,Falco peregrinus,Bubo virginianus",Falco peregrinus,Falco peregrinus,Falco peregrinus,NCBI,0.988,Falconidae,Aves
"Accipiter cooperii,Buteo jamaicensis,Circus cyaneus,Falco peregrinus,Bubo virginianus",Bubo virginianus,Bubo virginianus,Bubo virginianus,NCBI,0.988,Strigidae,Aves
Bubo virginianus,Bubo virginianus,Bubo virginianus,Bubo virginianus,NCBI,0.988,Strigidae,Aves
Rattus fuscipes,Rattus fuscipes,Rattus fuscipes,Rattus fuscipes,NCBI,0.988,Muridae,Mammalia
"Phaethon ,Phaethon aethereus",Phaethon,Phaethon,Phaethon,Catalogue of Life,0.75,Phaethontidae,Aves
"Phaethon ,Phaethon aethereus",Phaethon aethereus,Phaethon aethereus,Phaethon aethereus,NCBI,0.988,Phaethontidae,Aves
Picoides borealis,Picoides borealis,Picoides borealis,Picoides borealis,NCBI,0.988,Picidae,Aves
Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,NCBI,0.988,Corvidae,Aves
"Morus bassanus,Homo sapiens",Morus bassanus,Morus bassanus,Morus bassanus,NCBI,0.988,Sulidae,Aves
"Morus bassanus,Homo sapiens",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988,Hominidae,Mammalia
Egretta rufescens,Egretta rufescens,Egretta rufescens,Egretta rufescens,NCBI,0.988,Ardeidae,Aves
Sciaenops ocellatus,Sciaenops ocellatus,Sciaenops ocellatus,Sciaenops ocellatus,NCBI,0.988,Sciaenidae,Teleostei
Phalacrocorax urile,Phalacrocorax urile,Phalacrocorax urile,Phalacrocorax urile,Freebase,0.988,Phalacrocoracidae,Aves
Sula sula,Sula sula,Sula sula,Sula sula,NCBI,0.988,Sulidae,Aves
"Pernis apivorus,Milvus milvus",Pernis apivorus,Pernis apivorus,Pernis apivorus,NCBI,0.988,Accipitridae,Aves
"Pernis apivorus,Milvus milvus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
"Circus cyaneus,Milvus milvus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988,Accipitridae,Aves
"Circus cyaneus,Milvus milvus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
"Milvus ,Milvus milvus",Milvus,Milvus,Milvus,Catalogue of Life,0.75,Accipitridae,Aves
"Milvus ,Milvus milvus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
Phalaropus lobatus,Phalaropus lobatus,Phalaropus lobatus,Phalaropus lobatus,NCBI,0.988,Scolopacidae,Aves
Phaethon rubricauda,Phaethon rubricauda,Phaethon rubricauda,Phaethon rubricauda,NCBI,0.988,Phaethontidae,Aves
"Agelaius ,Agelaius phoeniceus",Agelaius,Agelaius,Agelaius,Catalogue of Life,0.75,Icteridae,Aves
"Agelaius ,Agelaius phoeniceus",Agelaius phoeniceus,Agelaius phoeniceus,Agelaius phoeniceus,NCBI,0.988,Icteridae,Aves
Manta,Manta,Manta,Manta,Freebase,0.75,Mobulidae,Chondrichthyes
Polytelis,Polytelis,Polytelis,Polytelis,Catalogue of Life,0.75,Psittacidae,Aves
Cerorhinca monocerata,Cerorhinca monocerata,Cerorhinca monocerata,Cerorhinca monocerata,NCBI,0.988,Alcidae,Aves
Rallidae,Rallidae,Rallidae,Rallidae,Catalogue of Life,0.75,Rallidae,Aves
Pusa hispida,Pusa hispida,Pusa hispida,Pusa hispida,NCBI,0.988,Phocidae,Mammalia
Grampus griseus,Grampus griseus,Grampus griseus,Grampus griseus,NCBI,0.988,Delphinidae,Mammalia
Siganus rivulatus,Siganus rivulatus,Siganus rivulatus,Siganus rivulatus,NCBI,0.988,Siganidae,Teleostei
Eudyptes chrysocome,Eudyptes chrysocome,Eudyptes chrysocome,Eudyptes chrysocome,NCBI,0.988,Spheniscidae,Aves
Tragopan satyra,Tragopan satyra,Tragopan satyra,Tragopan satyra,NCBI,0.988,Phasianidae,Aves
"Homo sapiens,Bos taurus,Ovis aries",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988,Hominidae,Mammalia
"Homo sapiens,Bos taurus,Ovis aries",Bos taurus,Bos taurus,Bos taurus,NCBI,0.988,Bovidae,Mammalia
"Homo sapiens,Bos taurus,Ovis aries",Ovis aries,Ovis aries,Ovis aries,NCBI,0.988,Bovidae,Mammalia
"Accipiter cooperii,Buteo jamaicensis,Falco peregrinus",Accipiter cooperii,Accipiter cooperii,Accipiter cooperii,NCBI,0.988,Accipitridae,Aves
"Accipiter cooperii,Buteo jamaicensis,Falco peregrinus",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988,Accipitridae,Aves
"Accipiter cooperii,Buteo jamaicensis,Falco peregrinus",Falco peregrinus,Falco peregrinus,Falco peregrinus,NCBI,0.988,Falconidae,Aves
Euphagus carolinus,Euphagus carolinus,Euphagus carolinus,Euphagus carolinus,NCBI,0.988,Icteridae,Aves
Saguinus geoffroyi,Saguinus geoffroyi,Saguinus geoffroyi,Saguinus geoffroyi,NCBI,0.988,Callitrichidae,Mammalia
Saiga tatarica,Saiga tatarica,Saiga tatarica,Saiga tatarica,NCBI,0.988,Bovidae,Mammalia
Calidris alba,Calidris alba,Calidris alba,Calidris alba,NCBI,0.988,Scolopacidae,Aves
Varanus gouldii,Varanus gouldii,Varanus gouldii,Varanus gouldii,NCBI,0.988,Varanidae,Reptilia
"Riparia riparia,Delichon urbicum",Riparia riparia,Riparia riparia,Riparia riparia,NCBI,0.988,Hirundinidae,Aves
"Riparia riparia,Delichon urbicum",Delichon urbicum,Delichon urbicum,Delichon urbicum,NCBI,0.988,Hirundinidae,Aves
Carcharias taurus,Carcharias taurus,Carcharias taurus,Carcharias taurus,NCBI,0.988,Odontaspididae,Chondrichthyes
"Lynx rufus,Urocyon cinereoargenteus",Lynx rufus,Lynx rufus,Lynx rufus,NCBI,0.988,Felidae,Mammalia
"Lynx rufus,Urocyon cinereoargenteus",Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,NCBI,0.988,Canidae,Mammalia
"Ursus arctos,Lynx lynx,Canis lupus",Ursus arctos,Ursus arctos,Ursus arctos,NCBI,0.988,Ursidae,Mammalia
"Ursus arctos,Lynx lynx,Canis lupus",Lynx lynx,Lynx lynx,Lynx lynx,NCBI,0.988,Felidae,Mammalia
"Ursus arctos,Lynx lynx,Canis lupus",Canis lupus,Canis lupus,Canis lupus,NCBI,0.988,Canidae,Mammalia
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Accipiter nisus,Accipiter nisus,Accipiter nisus,NCBI,0.988,Accipitridae,Aves
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Buteo buteo,Buteo buteo,Buteo buteo,NCBI,0.988,Accipitridae,Aves
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988,Accipitridae,Aves
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Circus macrourus,Circus macrourus,Circus macrourus,NCBI,0.988,Accipitridae,Aves
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Circus pygargus,Circus pygargus,Circus pygargus,NCBI,0.988,Accipitridae,Aves
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,NCBI,0.988,Burhinidae,Aves
"Accipiter nisus,Buteo buteo,Circus cyaneus,Circus macrourus,Circus pygargus,Burhinus oedicnemus,Circus aeruginosus",Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988,Accipitridae,Aves
Passerculus sandwichensis,Passerculus sandwichensis,Passerculus sandwichensis,Passerculus sandwichensis,NCBI,0.988,Emberizidae,Aves
Locustella luscinioides,Locustella luscinioides,Locustella luscinioides,Locustella luscinioides,NCBI,0.988,Locustellidae,Aves
Ara macao,Ara macao,Ara macao,Ara macao,NCBI,0.988,Psittacidae,Aves
"Gyps fulvus,Gyps rueppellii",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988,Accipitridae,Aves
"Gyps fulvus,Gyps rueppellii",Gyps rueppellii,Gyps rueppellii,Gyps rueppellii,NCBI,0.988,Accipitridae,Aves
"Somateria mollissima,Alca torda",Somateria mollissima,Somateria mollissima,Somateria mollissima,NCBI,0.988,Anatidae,Aves
"Somateria mollissima,Alca torda",Alca torda,Alca torda,Alca torda,NCBI,0.988,Alcidae,Aves
"Gavia stellata,Clangula hyemalis,Melanitta fusca",Gavia stellata,Gavia stellata,Gavia stellata,NCBI,0.988,Gaviidae,Aves
"Gavia stellata,Clangula hyemalis,Melanitta fusca",Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NCBI,0.988,Anatidae,Aves
"Gavia stellata,Clangula hyemalis,Melanitta fusca",Melanitta fusca,Melanitta fusca,Melanitta fusca,NCBI,0.988,Anatidae,Aves
"Aythya fuligula,Clangula hyemalis,Somateria mollissima,Melanitta nigra",Aythya fuligula,Aythya fuligula,Aythya fuligula,NCBI,0.988,Anatidae,Aves
"Aythya fuligula,Clangula hyemalis,Somateria mollissima,Melanitta nigra",Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NCBI,0.988,Anatidae,Aves
"Aythya fuligula,Clangula hyemalis,Somateria mollissima,Melanitta nigra",Somateria mollissima,Somateria mollissima,Somateria mollissima,NCBI,0.988,Anatidae,Aves
"Aythya fuligula,Clangula hyemalis,Somateria mollissima,Melanitta nigra",Melanitta nigra,Melanitta nigra,Melanitta nigra,NCBI,0.988,Anatidae,Aves
"Orcinus orca,Arctocephalus gazella,Arctocephalus tropicalis,Mirounga leonina",Orcinus orca,Orcinus orca,Orcinus orca,NCBI,0.988,Delphinidae,Mammalia
"Orcinus orca,Arctocephalus gazella,Arctocephalus tropicalis,Mirounga leonina",Arctocephalus gazella,Arctocephalus gazella,Arctocephalus gazella,NCBI,0.988,Otariidae,Mammalia
"Orcinus orca,Arctocephalus gazella,Arctocephalus tropicalis,Mirounga leonina",Arctocephalus tropicalis,Arctocephalus tropicalis,Arctocephalus tropicalis,NCBI,0.988,Otariidae,Mammalia
"Orcinus orca,Arctocephalus gazella,Arctocephalus tropicalis,Mirounga leonina",Mirounga leonina,Mirounga leonina,Mirounga leonina,NCBI,0.988,Phocidae,Mammalia
Physeter,Physeter,Physeter,Physeter,Catalogue of Life,0.75,Physeteridae,Mammalia
"Chelonia mydas,Eretmochelys imbricata",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
"Chelonia mydas,Eretmochelys imbricata",Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata",Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988,Cheloniidae,Reptilia
Falconidae,Falconidae,Falconidae,Falconidae,Catalogue of Life,0.75,Falconidae,Aves
"Numenius phaeopus,Limosa lapponica",Numenius phaeopus,Numenius phaeopus,Numenius phaeopus,NCBI,0.988,Scolopacidae,Aves
"Numenius phaeopus,Limosa lapponica",Limosa lapponica,Limosa lapponica,Limosa lapponica,NCBI,0.988,Scolopacidae,Aves
"Circus cyaneus,Asio flammeus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988,Accipitridae,Aves
"Circus cyaneus,Asio flammeus",Asio flammeus,Asio flammeus,Asio flammeus,NCBI,0.988,Strigidae,Aves
Boiga nigriceps,Boiga nigriceps,Boiga nigriceps,Boiga nigriceps,NCBI,0.988,Colubridae,Reptilia
Anas clypeata,Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988,Anatidae,Aves
Luscinia calliope,Luscinia calliope,Luscinia calliope,Luscinia calliope,Freebase,0.988,Muscicapidae,Aves
"Homo sapiens,Propithecus verreauxi",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988,Hominidae,Mammalia
"Homo sapiens,Propithecus verreauxi",Propithecus verreauxi,Propithecus verreauxi,Propithecus verreauxi,NCBI,0.988,Indriidae,Mammalia
"Turdus merula,Ceratotherium simum,Capreolus capreolus",Turdus merula,Turdus merula,Turdus merula,NCBI,0.988,Turdidae,Aves
"Turdus merula,Ceratotherium simum,Capreolus capreolus",Ceratotherium simum,Ceratotherium simum,Ceratotherium simum,NCBI,0.988,Rhinocerotidae,Mammalia
"Turdus merula,Ceratotherium simum,Capreolus capreolus",Capreolus capreolus,Capreolus capreolus,Capreolus capreolus,NCBI,0.988,Cervidae,Mammalia
"Canis latrans,Puma concolor",Canis latrans,Canis latrans,Canis latrans,NCBI,0.988,Canidae,Mammalia
"Canis latrans,Puma concolor",Puma concolor,Puma concolor,Puma concolor,NCBI,0.988,Felidae,Mammalia
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Buteo,Buteo,Buteo,Catalogue of Life,0.75,Accipitridae,Aves
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988,Accipitridae,Aves
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Buteo regalis,Buteo regalis,Buteo regalis,NCBI,0.988,Accipitridae,Aves
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Circus,Circus,Circus,Catalogue of Life,0.75,Accipitridae,Aves
Tiliqua,Tiliqua,Tiliqua,Tiliqua,Catalogue of Life,0.75,Scincidae,Reptilia
"Paradoxurus hermaphroditus,Viverra tangalunga",Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,NCBI,0.988,Viverridae,Mammalia
"Paradoxurus hermaphroditus,Viverra tangalunga",Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,NCBI,0.988,Viverridae,Mammalia
Sphyrna zygaena,Sphyrna zygaena,Sphyrna zygaena,Sphyrna zygaena,NCBI,0.988,Sphyrnidae,Chondrichthyes
Eudyptes robustus,Eudyptes robustus,Eudyptes robustus,Eudyptes robustus,NCBI,0.988,Spheniscidae,Aves
Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,NCBI,0.988,Calcariidae,Aves
Vanellus gregarius,Vanellus gregarius,Vanellus gregarius,Vanellus gregarius,Freebase,0.988,Charadriidae,Aves
Gopherus morafkai,Gopherus morafkai,Gopherus morafkai,Gopherus morafkai,NCBI,0.988,Testudinidae,Reptilia
Sterna fuscata,Sterna fuscata,Sterna fuscata,Sterna fuscata,Freebase,0.988,,
Nasua nasua,Nasua nasua,Nasua nasua,Nasua nasua,NCBI,0.988,Procyonidae,Mammalia
Stercorarius maccormicki,Stercorarius maccormicki,Stercorarius maccormicki,Stercorarius maccormicki,NCBI,0.988,Stercorariidae,Aves
Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,NCBI,0.988,Accipitridae,Aves
Agkistrodon contortrix,Agkistrodon contortrix,Agkistrodon contortrix,Agkistrodon contortrix,NCBI,0.988,Viperidae,Reptilia
Chironectes minimus,Chironectes minimus,Chironectes minimus,Chironectes minimus,NCBI,0.988,Didelphidae,Mammalia
Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Freebase,0.988,Physeteridae,Mammalia
Tringa guttifer,Tringa guttifer,Tringa guttifer,Tringa guttifer,NCBI,0.988,Scolopacidae,Aves
Polysticta stelleri,Polysticta stelleri,Polysticta stelleri,Polysticta stelleri,NCBI,0.988,Anatidae,Aves
Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,NCBI,0.988,Accipitridae,Aves
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Oceanodroma castro,Oceanodroma castro,Oceanodroma castro,Freebase,0.988,Hydrobatidae,Aves
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Phaethon aethereus,Phaethon aethereus,Phaethon aethereus,NCBI,0.988,Phaethontidae,Aves
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Sula dactylatra,Sula dactylatra,Sula dactylatra,NCBI,0.988,Sulidae,Aves
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Anous stolidus,Anous stolidus,Anous stolidus,NCBI,0.988,Laridae,Aves
Phalcoboenus australis,Phalcoboenus australis,Phalcoboenus australis,Phalcoboenus australis,NCBI,0.988,Falconidae,Aves
Kinosternon baurii,Kinosternon baurii,Kinosternon baurii,Kinosternon baurii,NCBI,0.988,Kinosternidae,Reptilia
Puffinus tenuirostris,Puffinus tenuirostris,Puffinus tenuirostris,Puffinus tenuirostris,Freebase,0.988,Procellariidae,Aves
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Procyon lotor,Procyon lotor,Procyon lotor,NCBI,0.988,Procyonidae,Mammalia
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Canis latrans,Canis latrans,Canis latrans,NCBI,0.988,Canidae,Mammalia
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988,Canidae,Mammalia
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,NCBI,0.988,Canidae,Mammalia
"Anas platyrhynchos,Anas strepera,Anas acuta",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas strepera,Anas acuta",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas strepera,Anas acuta",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988,Anatidae,Aves
Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,NCBI,0.988,Recurvirostridae,Aves
Cacatua galerita,Cacatua galerita,Cacatua galerita,Cacatua galerita,NCBI,0.988,Psittacidae,Aves
"Sus scrofa,Rusa marianna",Sus scrofa,Sus scrofa,Sus scrofa,NCBI,0.988,Suidae,Mammalia
"Sus scrofa,Rusa marianna",Rusa marianna,Rusa marianna,Rusa marianna,NCBI,0.988,Cervidae,Mammalia
"Buteo ,Buteo swainsoni",Buteo,Buteo,Buteo,Catalogue of Life,0.75,Accipitridae,Aves
"Buteo ,Buteo swainsoni",Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,NCBI,0.988,Accipitridae,Aves
Wallabia bicolor,Wallabia bicolor,Wallabia bicolor,Wallabia bicolor,NCBI,0.988,Macropodidae,Mammalia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988,Dermochelyidae,Reptilia
Tadarida teniotis,Tadarida teniotis,Tadarida teniotis,Tadarida teniotis,NCBI,0.988,Molossidae,Mammalia
Budorcas taxicolor,Budorcas taxicolor,Budorcas taxicolor,Budorcas taxicolor,NCBI,0.988,Bovidae,Mammalia
Tamandua mexicana,Tamandua mexicana,Tamandua mexicana,Tamandua mexicana,NCBI,0.988,Myrmecophagidae,Mammalia
Cercocebus galeritus,Cercocebus galeritus,Cercocebus galeritus,Cercocebus galeritus,NCBI,0.988,Cercopithecidae,Mammalia
"Gyps ,Gyps africanus",Gyps,Gyps,Gyps,Catalogue of Life,0.75,Accipitridae,Aves
"Gyps ,Gyps africanus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988,Accipitridae,Aves
Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,NCBI,0.988,Spheniscidae,Aves
Anthus campestris,Anthus campestris,Anthus campestris,Anthus campestris,NCBI,0.988,Motacillidae,Aves
"Uria aalge,Uria lomvia",Uria aalge,Uria aalge,Uria aalge,NCBI,0.988,Alcidae,Aves
"Uria aalge,Uria lomvia",Uria lomvia,Uria lomvia,Uria lomvia,NCBI,0.988,Alcidae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Aquila heliaca,Aquila heliaca,Aquila heliaca,NCBI,0.988,Accipitridae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,NCBI,0.988,Accipitridae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Milvus migrans,Milvus migrans,Milvus migrans,NCBI,0.988,Accipitridae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988,Accipitridae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Falco cherrug,Falco cherrug,Falco cherrug,NCBI,0.988,Falconidae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Otis tarda,Otis tarda,Otis tarda,NCBI,0.988,Otididae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Larus cachinnans,Larus cachinnans,Larus cachinnans,NCBI,0.988,Laridae,Aves
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988,Accipitridae,Aves
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988,Dermochelyidae,Reptilia
Larus thayeri,Larus thayeri,Larus thayeri,Larus thayeri,NCBI,0.988,Laridae,Aves
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo cuvier,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Carcharhinus leucas,Carcharhinus leucas,Carcharhinus leucas,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Sphyrna lewini,Sphyrna lewini,Sphyrna lewini,NCBI,0.988,Sphyrnidae,Chondrichthyes
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
Theristicus,Theristicus,Theristicus,Theristicus,Catalogue of Life,0.75,Threskiornithidae,Aves
Uria lomvia,Uria lomvia,Uria lomvia,Uria lomvia,NCBI,0.988,Alcidae,Aves
